"position","game_title"
"20","Pacman"
"19","Tetris"
"18","Wii Sports"
"17","Sonic the HedgeHog"
"16","The Sims"
"15","Diablo III"
"14","Super Mario Bros."
"13","Super Smash Brothers"
"12","Pokemon"
"11","The Legend of Zelda"
"10","Metal Gear Solid"
"9","Halo"
"8","Final Fantasy"
"7","Call of Duty"
"6","Angry Birds"
"5","Skyrim"
"4","Grand Theft Auto"
"3","WoW"
"2","CounterStrike"
"1","Minecraft"
